tmdb_id,imdb_id,titulo_es,titulo_en,titulo_original,titulo_archivo,anio,decada,fecha_estreno,generos,director,guionistas,compositor,elenco,personajes,duracion_min,sinopsis,sinopsis_en,tagline,tagline_en,certificacion,idioma_original,idiomas_hablados,paises,productoras,keywords,coleccion_tmdb,presupuesto_usd,recaudacion_usd,tmdb_rating,tmdb_votos,popularidad,poster_path,backdrop_path,disco,coleccion,tipo,estado,carpeta,nombre_archivo,extension,tamano_mb,ruta_completa,n_copias,todas_ubicaciones
126400,tt32406320,Gangs of Wasseypur. Parte 2,Gangs of Wasseypur - Part 2,गैंग्स ऑफ़ वास्सेपुर पार्ट - २,Gangs of Wasseypur (Part 2),2012,2010s,2012-08-08,"Crimen, Suspense, Acción",Anurag Kashyap,,Sneha Khanwalkar,"Nawazuddin Siddiqui, Huma Qureshi, Richa Chadha, Rajkummar Rao, Tigmanshu Dhulia, Pankaj Tripathi",,158,"Shahid Khan y Sultana Daku son dos asaltadores de trenes rivales. Cuando Shahid se convierte en un renegado, se ve obligado a trabajar en la mina propiedad de Ramadhir Singh. Años después, su hijo Sardar querrá restaurar el honor de su padre, iniciando una venganza contra el clan Daku que lo convertirá en uno de los hombres más temidos en la India.","After the death of his father and brother Danish, Faizal Khan vows to take revenge by destroying Ramadhir Singh's gang.",,"Baap ka, dada ka, bhai ka, sabka badla lega re tera Faizal.",NA,hi,Hindi,India,"Viacom18 Studios, Anurag Kashyap Films, Jar Pictures, Tipping Point Films","gun, family relationships, revenge, mafia",Gangs of Wasseypur - Colección,1670000,4900000,7.729,105,1.4438,https://image.tmdb.org/t/p/w500/zrUYdvrgMESG5ZF5cmBK71YxzPi.jpg,https://image.tmdb.org/t/p/w1280/nXkNbKFx8YLorku25MMLO5OV6aW.jpg,movies to-watch,Películas,Película,pendiente,NA,2012 - Gangs of Wasseypur (Part 2).mp4,mp4,2420.3,/Volumes/movies to-watch/movies to-watch/2012 - Gangs of Wasseypur (Part 2).mp4,1,movies to-watch: 2012 - Gangs of Wasseypur (Part 2).mp4 (2420.3 MB)
126889,tt2316204,Alien: Covenant,Alien: Covenant,Alien: Covenant,Alien Covenant,2017,2010s,2017-05-09,"Terror, Ciencia ficción",Ridley Scott,"Dante Harper, John Logan",Jed Kurzel,"Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride, Demián Bichir, Carmen Ejogo",,122,"Rumbo a un remoto planeta al otro lado de la galaxia, la tripulación de la nave colonial Covenant descubre lo que creen que es un paraíso inexplorado, pero resulta tratarse de un mundo oscuro y hostil cuyo único habitante es un ""sintético"" llamado David (Michael Fassbender), superviviente de la malograda expedición Prometheus.  Secuela de ""Prometheus"" (2012), a su vez precuela de ""Alien, el octavo pasajero"" (1979).","The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world.","Corre, escóndete, reza.",The path to paradise begins in hell.,R,en,"English, German",United States of America,"20th Century Fox, Brandywine Productions, Scott Free Productions","android, spacecraft, experiment, space travel, infection, engineer, alien life-form, sequel, alien, space, creature, robot, scientist, genocide, creation, paranoid, acid, alien technology, genetic mutation, suspenseful, sci-fi horror",Prometheus - Colección,97000000,240891763,6.173,9364,11.3676,https://image.tmdb.org/t/p/w500/245tgZ3mTHWs0NRiPSwPjKobKHf.jpg,https://image.tmdb.org/t/p/w1280/iXXPaQPfQowpQ5UvhsHLj9BgFhe.jpg,horror,Terror,Película,coleccion,NA,2017 - Alien Covenant (4K).mkv,mkv,7642,/Volumes/horror/horror collection/2017 - Alien Covenant (4K).mkv,1,horror: 2017 - Alien Covenant (4K).mkv (7642 MB)
127380,tt2277860,Buscando a Dory,Finding Dory,Finding Dory,Finding Dory,2016,2010s,2016-06-16,"Aventura, Animación, Familia",Andrew Stanton,"Andrew Stanton, Victoria Strouse",Thomas Newman,"Albert Brooks, Ellen DeGeneres, Ed O'Neill, Hayden Rolence, Diane Keaton, Eugene Levy",,97,"Un año después de los acontecimientos narrados en ""Buscando a Nemo"", Dory vive apaciblemente con Marlin y su hijo Nemo. Pero durante un viaje para ver cómo las mantarrayas migran de vuelta a casa, los problemas de memoria de Dory parecen desaparecer durante un segundo: recuerda que tiene una familia e inmediatamente decide emprender viaje para reencontrarse con sus padres, a los que perdió hace años.",Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,Una aventura inolvidable que ella probablemente no recordará.,An unforgettable journey she probably won't remember.,PG,en,English,United States of America,Pixar,"fish, amnesia, octopus, sequel, anthropomorphism, computer animation, underwater, aftercreditsstinger, clownfish, amused",Buscando a Nemo - Colección,200000000,1029266989,7.039,12616,9.8911,https://image.tmdb.org/t/p/w500/wXBwo2DxTm6wZ8Cbu02t9kzzoK4.jpg,https://image.tmdb.org/t/p/w1280/wijltj1toRcicHlCn8Cpsp4yPXe.jpg,library_pt1,Colección,Película,coleccion,NA,2016 - Finding Dory (4K).mkv,mkv,14720,/Volumes/library_pt1/2010s/2016 - Finding Dory (4K).mkv,1,library_pt1: 2016 - Finding Dory (4K).mkv (14720 MB)
132344,tt2209418,Antes del anochecer,Before Midnight,Before Midnight,Before Midnight,2013,2010s,2013-04-05,"Romance, Drama",Richard Linklater,"Julie Delpy, Ethan Hawke, Richard Linklater",Graham Reynolds,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior, Charlotte Prior, Ξένια Καλογεροπούλου",,108,"Han pasado dos décadas desde que se encontraron por primera vez en un tren en Vienna ('Antes del amanecer' (1995)), y más tarde en París ('Antes del atardecer' (2004)). Ahora es el turno de Grecia, páis en el que Celine y Jesse se encuentran de visita. La tercera entrega de la trilogía, retomando las vidas de los protagonistas, nueve años después de su segundo encuentro romántico y el misterio sobre cómo concluyó.","It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. They now live in Paris with twin daughters but have spent a summer in Greece at the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk.",Todo va mejor con la madurez.,Everything's better with maturity.,R,en,"English, Greek, French","Greece, United States of America","Castle Rock Entertainment, Detour Filmproduction, Faliro House Productions, Venture Forth, IM Global","hotel, hotel room, dreams, airport, greece, greek, friends, author, writer, summer vacation, twins, semi autobiographical, dreary, romantic",Antes de... - Colección,3000000,11176469,7.497,2688,3.4437,https://image.tmdb.org/t/p/w500/d47Dll7WnPCKsX6e5HBxw9RN6Ks.jpg,https://image.tmdb.org/t/p/w1280/crdW75sDNYM0ddjFyrcg6V59qdP.jpg,movies to-watch,Películas,Película,pendiente,NA,2013 - Before Midnight.mkv,mkv,7872.8,/Volumes/movies to-watch/movies to-watch/2013 - Before Midnight.mkv,1,movies to-watch: 2013 - Before Midnight.mkv (7872.8 MB)
135397,tt0369610,Jurassic World,Jurassic World,Jurassic World,Jurassic World,2015,2010s,2015-06-06,"Acción, Aventura, Ciencia ficción, Suspense",Colin Trevorrow,"Rick Jaffa, Amanda Silver, Derek Connolly, Colin Trevorrow",Michael Giacchino,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Ty Simpkins, Nick Robinson",,124,"Veintidós años después de lo ocurrido en Jurassic Park, la isla Nublar ha sido transformada en un parque temático, Jurassic Wold, con versiones «domesticadas» de algunos de los dinosaurios más conocidos. Cuando todo parece ir a la perfección y ser el negocio del siglo, un nuevo dinosaurio de especie todavía desconocida y que es mucho más inteligente de lo que se pensaba, comienza a causar estragos entre los visitantes del Parque.","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",El parque abre sus puertas.,The park is open.,PG-13,en,English,United States of America,"Amblin Entertainment, Universal Pictures, Legendary Pictures","island, primal fear, escape, velociraptor, dna, tyrannosaurus rex, animal attack, sequel, dinosaur, creature, park, amusement park, theme park, genetic engineering, nostalgic, raptor, animal horror, playful, jungle adventure, mosasaurus, excited",Jurassic Park - Colección,150000000,1671537444,6.698,21498,11.3101,https://image.tmdb.org/t/p/w500/sOgfattHPWE5sWdVCGHQ08GEbaP.jpg,https://image.tmdb.org/t/p/w1280/s5QfDFqRO6sjgPtKkjxD0WqXQef.jpg,library_pt1,Colección,Película,coleccion,NA,2015 - Jurassic World.mkv,mkv,3208.1,/Volumes/library_pt1/2010s/2015 - Jurassic World.mkv,1,library_pt1: 2015 - Jurassic World.mkv (3208.1 MB)
138843,tt1457767,Expediente Warren: The Conjuring,The Conjuring,The Conjuring,The Conjuring,2013,2010s,2013-07-18,"Terror, Suspense",James Wan,"Chad Hayes, Carey Hayes",Joseph Bishara,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston, Hayley McFarland, Sterling Jerins",,112,"Basada en una historia real documentada por los reputados demonólogos Ed y Lorraine Warren. Narra los encuentros sobrenaturales que vivió la familia Perron en su casa de Rhode Island a principios de los 70. El matrimonio Warren, investigadores de renombre en el mundo de los fenómenos paranormales, acudieron a la llamada de esta familia aterrorizada por la presencia en su granja de un ser maligno.","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",Basada en los archivos reales de los Warren.,Based on the true case files of the Warrens.,R,en,English,United States of America,"Evergreen Media Group, The Safran Company, New Line Cinema","sibling relationship, 1970s, cellar, exorcism, haunted house, possession, rhode island, based on true story, paranormal investigation, crucifix, ghost, demonic, demonic spirit, demonology, psychic vision, malevolent spirit",Expediente Warren [The Conjuring] - Colección,13000000,321293998,7.536,12639,18.0488,https://image.tmdb.org/t/p/w500/sKuHxkCogdk6YWzTyXYPoo9qd9n.jpg,https://image.tmdb.org/t/p/w1280/ecKQlAEG95k62SMGhvX83oEqANK.jpg,horror,Terror,Película,coleccion,NA,2013 - The Conjuring.mkv,mkv,4987.4,/Volumes/horror/horror collection/2013 - The Conjuring.mkv,2,horror: 2013 - The Conjuring.mkv (4987.4 MB) | horror: 2016 - The Conjuring 2.mkv (3343.6 MB)
146233,tt1392214,Prisioneros,Prisoners,Prisoners,Prisoners,2013,2010s,2013-09-19,"Drama, Suspense, Crimen",Denis Villeneuve,Aaron Guzikowski,Jóhann Jóhannsson,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello, Terrence Howard, Melissa Leo",,153,"Keller Dover se enfrenta a la peor de las pesadillas: Anna, su hija de seis años, ha desaparecido con su amiga Joy y, a medida que pasa el tiempo, el pánico lo va dominando. Desesperado, decide ocuparse personalmente del asunto. Pero, ¿hasta dónde está dispuesto a llegar para averiguar el paradero de su hija?","Keller Dover is facing every parent’s worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street.",Una verdad oculta. Una búsqueda desesperada.,Every moment matters.,R,en,English,United States of America,"Alcon Entertainment, 8:38 Productions, Madhouse Entertainment","pennsylvania, usa, kidnapping, hostage, detective, maze, symbolism, investigation, georgia, beating, god, revenge, vigilante, rural area, crime scene, brutality, candlelight vigil, angry, animal cruelty, neo-noir, sex offender, child abduction, baffled, suspense mystery",NA,46000000,122127446,8.103,12971,12.7861,https://image.tmdb.org/t/p/w500/i6CcmOvJxBFH3mfhCHa3Njtelix.jpg,https://image.tmdb.org/t/p/w1280/n1ItmvzsDV5yLgDodSCLZpFlsP6.jpg,library_pt1,Colección,Película,coleccion,2013 - Prisoners,2013 - Prisoners.mkv,mkv,6904.1,/Volumes/library_pt1/2010s/2013 - Prisoners/2013 - Prisoners.mkv,1,library_pt1: 2013 - Prisoners.mkv (6904.1 MB)
146301,tt2473510,Paranormal Activity: Dimensión fantasma,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,Paranormal Activity The Ghost Dimension,2015,2010s,2015-10-21,"Terror, Suspense",Gregory Plotkin,"Gavin Heffernan, Adam Robitel, Jason Pagan, Andrew Deutschman",,"Chris J. Murray, Brit Shaw, Ivy George, Dan Gill, Olivia Taylor Dudley, Chloe Csengery",,88,"El argumento podría seguir la línea narrativa de sus predecesoras, en las que los distintos protagonistas son atormentados por extraños sucesos paranormales, que son captados y estudiados a través de cámaras que colocan en su propia casa. En esta secuela, nuevas situaciones y personajes tendrán que enfrentarse a las escalofriantes apariciones, ¿conseguirán salir ilesos de estos terribles sucesos?","Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.","Por primera vez, verás la actividad.",For the first time you will see the activity.,R,en,English,United States of America,"Blumhouse Productions, Paramount Pictures, Room 101, Solana Films","supernatural, haunting, sequel, demon, ghost, found footage, supernatural horror, 3d, brisk, faux documentary, hybrid found footage",Paranormal Activity - Colección,10000000,78903124,5.3,1463,3.6745,https://image.tmdb.org/t/p/w500/wq7z719J82BvcxYfc4i2CpKvWCU.jpg,https://image.tmdb.org/t/p/w1280/fk362aOdhEC6rGAQW082GIbavhO.jpg,horror,Found Footage,Película,coleccion,NA,2015 - Paranormal Activity The Ghost Dimension.mp4,mp4,1556.2,/Volumes/horror/found footage collection/2015 - Paranormal Activity The Ghost Dimension.mp4,1,horror: 2015 - Paranormal Activity The Ghost Dimension.mp4 (1556.2 MB)
150540,tt2096673,Del revés (Inside Out),Inside Out,Inside Out,Inside Out,2015,2010s,2015-06-17,"Animación, Familia, Aventura, Drama, Comedia",Pete Docter,"Meg LeFauve, Josh Cooley, Pete Docter",Michael Giacchino,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling",,95,"Riley es una chica que disfruta o padece toda clase de sentimientos. Aunque su vida ha estado marcada por la Alegría, también se ve afectada por otro tipo de emociones. Lo que Riley no entiende muy bien es por qué motivo tiene que existir la Tristeza en su vida. Una serie de acontecimientos hacen que Alegría y Tristeza se mezclen en una peligrosa aventura que dará un vuelco al mundo de Riley.","When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",Conoce a las pequeñas voces que suenan en tu cabeza.,Meet the little voices inside your head.,PG,en,English,United States of America,Pixar,"dreams, san francisco, california, minnesota, sadness, cartoon, disgust, ice hockey, imaginary friend, elementary school, family relationships, memory, fear, family, anger, unicorn, running away, duringcreditsstinger, emotions, emotion, joy, compassionate, empathetic, hopeful",Del revés (Inside Out) - Colección,175000000,857611174,7.9,23373,21.3936,https://image.tmdb.org/t/p/w500/sG3bHZWCMOZwhUq71WbPG9Vrrwc.jpg,https://image.tmdb.org/t/p/w1280/o3i6AfTcWAuNvzAUV3q5lOmi6Gx.jpg,library_pt1,Colección,Película,coleccion,NA,2015 - Inside Out (4K).mkv,mkv,11122.2,/Volumes/library_pt1/2010s/2015 - Inside Out (4K).mkv,1,library_pt1: 2015 - Inside Out (4K).mkv (11122.2 MB)
152532,tt0790636,Dallas Buyers Club,Dallas Buyers Club,Dallas Buyers Club,Dallas Buyers Club,2013,2010s,2013-11-01,"Drama, Historia",Jean-Marc Vallée,"Melisa Wallack, Craig Borten",,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Michael O'Neill",,117,"Basada en la vida real de Ron Woodroof, un cowboy de rodeo texano, drogadicto y mujeriego, al que en 1986 le diagnosticaron SIDA y le pronosticaron un mes de vida. Empezó entonces a tomar AZT, el único medicamento disponible en aquella época para luchar contra tan terrible enfermedad","Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",Atrévete a vivir.,Dare to live.,R,en,"English, Japanese",United States of America,"Truth Entertainment, Voltage Pictures, CE, Evolution Independent, R² Films, Rainmaker Films","aids, homophobia, rodeo, texas, biography, dallas, texas, based on true story, hiv, drugs, lgbt, treatment, 1980s, medical drama, trans woman, inspirational, intense, informative",NA,5000000,55736588,7.915,9033,5.7788,https://image.tmdb.org/t/p/w500/h8k8G7R6hw3hv81NKPxtlumsdWn.jpg,https://image.tmdb.org/t/p/w1280/sbVKj98cq0FztCukzu47bu0H8o7.jpg,library_pt1,Colección,Película,coleccion,NA,2013 - Dallas Buyers Club.mp4,mp4,1895.6,/Volumes/library_pt1/2010s/2013 - Dallas Buyers Club.mp4,1,library_pt1: 2013 - Dallas Buyers Club.mp4 (1895.6 MB)
152578,tt2640570,The Hunt,The Hunt,The Hunt,The Hunt (Jagten),2011,2010s,2011-11-08,"Acción, Terror, Suspense",Thomas Szczepanski,"Thomas Szczepanski, François Gaillard",,"Clara Vallet, Jellali Mouina, Sarah Lucide, Mari-Christine Jeanney, Frédéric Sassine, Zuriel de Peslouan",,110,,"An undercover reporter is commissioned to write a story about a series of gruesome murders. His investigation leads him to a secret society of wealthy businessman who hunt humans for money. Caught in a spiral of violence, he is forced to participate in the game until he discovers that he has become the hunted.",,,NA,fr,French,France,FULLSCREEN,,NA,NA,NA,5.8,15,0.109,https://image.tmdb.org/t/p/w500/1JPFrxjOTEhACQmDaxYRKTaojLo.jpg,https://image.tmdb.org/t/p/w1280/mSP5Ou6WmGqmwiIfHX9CKa1Jfr8.jpg,library_pt1,Colección,Película,coleccion,NA,2012 - The Hunt (Jagten) (2012).mp4,mp4,3239,/Volumes/library_pt1/2010s/2012 - The Hunt (Jagten) (2012).mp4,1,library_pt1: 2012 - The Hunt (Jagten) (2012).mp4 (3239 MB)
