disco,coleccion,tipo,estado,titulo_archivo,anio_archivo,carpeta,nombre_archivo,extension,tamano_mb,ruta_completa,nombre_limpio
horror,Terror,Película,pendiente,The Conjuring The Devil Made Me Do It,2021,,2021 - The Conjuring The Devil Made Me Do It.mp4,mp4,2111.5,/Volumes/horror/horror to-watch/2021 - The Conjuring The Devil Made Me Do It.mp4,2021 - The Conjuring The Devil Made Me Do It
horror,Terror,Película,pendiente,The Innocents (De Uskyldige),2021,,2021 - The Innocents (De Uskyldige).mkv,mkv,15890.2,/Volumes/horror/horror to-watch/2021 - The Innocents (De Uskyldige).mkv,2021 - The Innocents (De Uskyldige)
horror,Terror,Película,pendiente,The Innocents,2021,,2021 - The Innocents.mp4,mp4,2283.4,/Volumes/horror/horror to-watch/2021 - The Innocents.mp4,2021 - The Innocents
horror,Terror,Película,pendiente,The Medium,2021,,2021 - The Medium.mp4,mp4,2081,/Volumes/horror/horror to-watch/2021 - The Medium.mp4,2021 - The Medium
horror,Terror,Película,pendiente,The Night House,2021,,2021 - The Night House.mkv,mkv,6726.5,/Volumes/horror/horror to-watch/2021 - The Night House.mkv,2021 - The Night House
horror,Terror,Película,pendiente,The Sadness,2021,,2021 - The Sadness.mp4,mp4,1591.6,/Volumes/horror/horror to-watch/2021 - The Sadness.mp4,2021 - The Sadness
horror,Terror,Película,pendiente,Were All Going to the Worlds Fair,2021,,2021 - Were All Going to the Worlds Fair.mp4,mp4,1675.9,/Volumes/horror/horror to-watch/2021 - Were All Going to the Worlds Fair.mp4,2021 - Were All Going to the Worlds Fair
horror,Terror,Película,pendiente,When I Consume You,2021,,2021 - When I Consume You.mp4,mp4,1421.7,/Volumes/horror/horror to-watch/2021 - When I Consume You.mp4,2021 - When I Consume You
horror,Terror,Película,pendiente,You Are Not My Mother,2021,,2021 - You Are Not My Mother.mp4,mp4,1822.9,/Volumes/horror/horror to-watch/2021 - You Are Not My Mother.mp4,2021 - You Are Not My Mother
horror,Terror,Película,pendiente,A Wounded Fawn,2022,,2022 - A Wounded Fawn.mp4,mp4,1774.6,/Volumes/horror/horror to-watch/2022 - A Wounded Fawn.mp4,2022 - A Wounded Fawn
horror,Terror,Película,pendiente,Babylon,2022,,2022 - Babylon.mkv,mkv,13046.7,/Volumes/horror/horror to-watch/2022 - Babylon.mkv,2022 - Babylon
horror,Terror,Película,pendiente,Candy Land,2022,,2022 - Candy Land.mkv,mkv,6752.7,/Volumes/horror/horror to-watch/2022 - Candy Land.mkv,2022 - Candy Land
horror,Terror,Película,pendiente,Deadstream,2022,,2022 - Deadstream.mp4,mp4,1398.8,/Volumes/horror/horror to-watch/2022 - Deadstream.mp4,2022 - Deadstream
horror,Terror,Película,pendiente,Incantation,2022,,2022 - Incantation.mkv,mkv,1438.5,/Volumes/horror/horror to-watch/2022 - Incantation.mkv,2022 - Incantation
horror,Terror,Película,pendiente,La Mesita del Comedor,2022,,2022 - La Mesita del Comedor.mkv,mkv,3973.6,/Volumes/horror/horror to-watch/2022 - La Mesita del Comedor.mkv,2022 - La Mesita del Comedor
horror,Terror,Película,pendiente,Matriarch,2022,,2022 - Matriarch.mp4,mp4,1661.3,/Volumes/horror/horror to-watch/2022 - Matriarch.mp4,2022 - Matriarch
horror,Terror,Película,pendiente,Nanny,2022,,2022 - Nanny.mkv,mkv,6970,/Volumes/horror/horror to-watch/2022 - Nanny.mkv,2022 - Nanny
horror,Terror,Película,pendiente,Orphan First Kill,2022,,2022 - Orphan First Kill.mp4,mp4,1569.5,/Volumes/horror/horror to-watch/2022 - Orphan First Kill.mp4,2022 - Orphan First Kill
horror,Terror,Película,pendiente,Sissy,2022,,2022 - Sissy.mp4,mp4,1990.5,/Volumes/horror/horror to-watch/2022 - Sissy.mp4,2022 - Sissy
horror,Terror,Película,pendiente,Skinamarink,2022,,2022 - Skinamarink.mp4,mp4,1707.4,/Volumes/horror/horror to-watch/2022 - Skinamarink.mp4,2022 - Skinamarink
horror,Terror,Película,pendiente,Something in the Dirt,2022,,2022 - Something in the Dirt.mkv,mkv,8306,/Volumes/horror/horror to-watch/2022 - Something in the Dirt.mkv,2022 - Something in the Dirt
horror,Terror,Película,pendiente,Speak No Evil,2022,,2022 - Speak No Evil.mkv,mkv,4104.3,/Volumes/horror/horror to-watch/2022 - Speak No Evil.mkv,2022 - Speak No Evil
horror,Terror,Película,pendiente,Talk to Me,2022,,2022 - Talk to Me (4K).mkv,mkv,17184.8,/Volumes/horror/horror to-watch/2022 - Talk to Me (4K).mkv,2022 - Talk to Me (4K)
horror,Terror,Película,pendiente,Talk to Me,2022,,2022 - Talk to Me.mkv,mkv,7261.2,/Volumes/horror/horror to-watch/2022 - Talk to Me.mkv,2022 - Talk to Me
horror,Terror,Película,pendiente,The Black Phone,2022,,2022 - The Black Phone.mkv,mkv,5480.5,/Volumes/horror/horror to-watch/2022 - The Black Phone.mkv,2022 - The Black Phone
horror,Terror,Película,pendiente,The Invitation,2022,,2022 - The Invitation.mkv,mkv,5350.1,/Volumes/horror/horror to-watch/2022 - The Invitation.mkv,2022 - The Invitation
horror,Terror,Película,pendiente,The Outwaters,2022,,2022 - The Outwaters.mp4,mp4,1757.6,/Volumes/horror/horror to-watch/2022 - The Outwaters.mp4,2022 - The Outwaters
horror,Terror,Película,pendiente,Triangle of Sadness,2022,,2022 - Triangle of Sadness.mkv,mkv,9654.5,/Volumes/horror/horror to-watch/2022 - Triangle of Sadness.mkv,2022 - Triangle of Sadness
horror,Terror,Película,pendiente,Violent Night,2022,,2022 - Violent Night.mkv,mkv,6946.2,/Volumes/horror/horror to-watch/2022 - Violent Night.mkv,2022 - Violent Night
horror,Terror,Película,pendiente,You Won't Be Alone,2022,,2022 - You Won't Be Alone.mp4,mp4,1744.1,/Volumes/horror/horror to-watch/2022 - You Won't Be Alone.mp4,2022 - You Won't Be Alone
horror,Terror,Película,pendiente,Chupa,2023,,2023 - Chupa.mkv,mkv,3940.4,/Volumes/horror/horror to-watch/2023 - Chupa.mkv,2023 - Chupa
horror,Terror,Película,pendiente,Evil Dead Rise,2023,,2023 - Evil Dead Rise.mp4,mp4,1819.7,/Volumes/horror/horror to-watch/2023 - Evil Dead Rise.mp4,2023 - Evil Dead Rise
horror,Terror,Película,pendiente,Horror in the High Desert 2 Minerva,2023,,2023 - Horror in the High Desert 2 Minerva.mp4,mp4,1188.9,/Volumes/horror/horror to-watch/2023 - Horror in the High Desert 2 Minerva.mp4,2023 - Horror in the High Desert 2 Minerva
horror,Terror,Película,pendiente,Hostile Dimensions,2023,,2023 - Hostile Dimensions.mkv,mkv,1436.3,/Volumes/horror/horror to-watch/2023 - Hostile Dimensions.mkv,2023 - Hostile Dimensions
horror,Terror,Película,pendiente,Insidious The Red Door,2023,,2023 - Insidious The Red Door.mkv,mkv,7011.2,/Volumes/horror/horror to-watch/2023 - Insidious The Red Door.mkv,2023 - Insidious The Red Door
horror,Terror,Película,pendiente,Late Night with the Devil,2023,,2023 - Late Night with the Devil (4K).mkv,mkv,10041.6,/Volumes/horror/horror to-watch/2023 - Late Night with the Devil (4K).mkv,2023 - Late Night with the Devil (4K)
horror,Terror,Película,pendiente,Saw X,2023,,2023 - Saw X.mkv,mkv,3092.2,/Volumes/horror/horror to-watch/2023 - Saw X.mkv,2023 - Saw X
horror,Terror,Película,pendiente,Scream IV,2023,,2023 - Scream IV.mp4,mp4,2362.4,/Volumes/horror/horror to-watch/2023 - Scream IV.mp4,2023 - Scream IV
horror,Terror,Película,pendiente,The Blackening,2023,,2023 - The Blackening.mkv,mkv,4556.1,/Volumes/horror/horror to-watch/2023 - The Blackening.mkv,2023 - The Blackening
horror,Terror,Película,pendiente,The Nun II,2023,,2023 - The Nun II.mkv,mkv,5876.4,/Volumes/horror/horror to-watch/2023 - The Nun II.mkv,2023 - The Nun II
horror,Terror,Película,pendiente,40 Acres,2024,,2024 - 40 Acres.mkv,mkv,1632.2,/Volumes/horror/horror to-watch/2024 - 40 Acres.mkv,2024 - 40 Acres
horror,Terror,Película,pendiente,Abigail,2024,,2024 - Abigail.mkv,mkv,5786.6,/Volumes/horror/horror to-watch/2024 - Abigail.mkv,2024 - Abigail
horror,Terror,Película,pendiente,Blink Twice,2024,,2024 - Blink Twice.mkv,mkv,7903.5,/Volumes/horror/horror to-watch/2024 - Blink Twice.mkv,2024 - Blink Twice
horror,Terror,Película,pendiente,Des Teufels Bad (The Devil's Bath),2024,,2024 - Des Teufels Bad (The Devil's Bath).mkv,mkv,4269.6,/Volumes/horror/horror to-watch/2024 - Des Teufels Bad (The Devil's Bath).mkv,2024 - Des Teufels Bad (The Devil's Bath)
horror,Terror,Película,pendiente,I Saw the TV Glow,2024,,2024 - I Saw the TV Glow (4K).mkv,mkv,17872.7,/Volumes/horror/horror to-watch/2024 - I Saw the TV Glow (4K).mkv,2024 - I Saw the TV Glow (4K)
horror,Terror,Película,pendiente,I Saw the TV Glow,2024,,2024 - I Saw the TV Glow.mkv,mkv,6583,/Volumes/horror/horror to-watch/2024 - I Saw the TV Glow.mkv,2024 - I Saw the TV Glow
horror,Terror,Película,pendiente,Kuraudo (Cloud),2024,,2024 - Kuraudo (Cloud).mkv,mkv,5496.6,/Volumes/horror/horror to-watch/2024 - Kuraudo (Cloud).mkv,2024 - Kuraudo (Cloud)
horror,Terror,Película,pendiente,Late Night with the Devil,2024,,2024 - Late Night with the Devil.mkv,mkv,3243.3,/Volumes/horror/horror to-watch/2024 - Late Night with the Devil.mkv,2024 - Late Night with the Devil
horror,Terror,Película,pendiente,MadS,2024,,2024 - MadS.mkv,mkv,6503.1,/Volumes/horror/horror to-watch/2024 - MadS.mkv,2024 - MadS
horror,Terror,Película,pendiente,Oddity,2024,,2024 - Oddity (4K).mkv,mkv,10804.1,/Volumes/horror/horror to-watch/2024 - Oddity (4K).mkv,2024 - Oddity (4K)
horror,Terror,Película,pendiente,Smile,2024,,2024 - Smile 2.mkv,mkv,2984.9,/Volumes/horror/horror to-watch/2024 - Smile 2.mkv,2024 - Smile 2
horror,Terror,Película,pendiente,Somnium,2024,,2024 - Somnium.mkv,mkv,1340.3,/Volumes/horror/horror to-watch/2024 - Somnium.mkv,2024 - Somnium
horror,Terror,Película,pendiente,The Damned,2024,,2024 - The Damned.mkv,mkv,4817.1,/Volumes/horror/horror to-watch/2024 - The Damned.mkv,2024 - The Damned
horror,Terror,Película,pendiente,Bloat,2025,,2025 - Bloat.mkv,mkv,1546,/Volumes/horror/horror to-watch/2025 - Bloat.mkv,2025 - Bloat
horror,Terror,Película,pendiente,Bring Her Back,2025,,2025 - Bring Her Back.mkv,mkv,3725.5,/Volumes/horror/horror to-watch/2025 - Bring Her Back.mkv,2025 - Bring Her Back
horror,Terror,Película,pendiente,Clown in a Cornfield,2025,,2025 - Clown in a Cornfield (4K).mkv,mkv,10645.6,/Volumes/horror/horror to-watch/2025 - Clown in a Cornfield (4K).mkv,2025 - Clown in a Cornfield (4K)
horror,Terror,Película,pendiente,Drop,2025,,2025 - Drop (4K).mkv,mkv,10748,/Volumes/horror/horror to-watch/2025 - Drop (4K).mkv,2025 - Drop (4K)
horror,Terror,Película,pendiente,Good Boy,2025,,2025 - Good Boy.mkv,mkv,5394.6,/Volumes/horror/horror to-watch/2025 - Good Boy.mkv,2025 - Good Boy
horror,Terror,Película,pendiente,Lurker,2025,,2025 - Lurker.mp4,mp4,1610.5,/Volumes/horror/horror to-watch/2025 - Lurker.mp4,2025 - Lurker
horror,Terror,Película,pendiente,M3GAN 2.0,2025,,2025 - M3GAN 2.0.mkv,mkv,7553.3,/Volumes/horror/horror to-watch/2025 - M3GAN 2.0.mkv,2025 - M3GAN 2.0
horror,Terror,Película,pendiente,Osiris,2025,,2025 - Osiris.mkv,mkv,1556.5,/Volumes/horror/horror to-watch/2025 - Osiris.mkv,2025 - Osiris
horror,Terror,Película,pendiente,Predator Killer of Killers,2025,,2025 - Predator Killer of Killers.mkv,mkv,3460.3,/Volumes/horror/horror to-watch/2025 - Predator Killer of Killers.mkv,2025 - Predator Killer of Killers
horror,Terror,Película,pendiente,Presence,2025,,2025 - Presence (4K).mkv,mkv,9078,/Volumes/horror/horror to-watch/2025 - Presence (4K).mkv,2025 - Presence (4K)
horror,Terror,Película,pendiente,The Monkey,2025,,2025 - The Monkey.mkv,mkv,5409.9,/Volumes/horror/horror to-watch/2025 - The Monkey.mkv,2025 - The Monkey
horror,Terror,Película,pendiente,The Perfect Neighbor,2025,,2025 - The Perfect Neighbor (4K).mp4,mp4,7476.7,/Volumes/horror/horror to-watch/2025 - The Perfect Neighbor (4K).mp4,2025 - The Perfect Neighbor (4K)
horror,Terror,Película,pendiente,The Surrender,2025,,2025 - The Surrender.mp4,mp4,1799,/Volumes/horror/horror to-watch/2025 - The Surrender.mp4,2025 - The Surrender
horror,Terror,Película,pendiente,Together,2025,,2025 - Together.mkv,mkv,11462.5,/Volumes/horror/horror to-watch/2025 - Together.mkv,2025 - Together
horror,Terror,Película,pendiente,Your Host,2025,,2025 - Your Host.mkv,mkv,1036.8,/Volumes/horror/horror to-watch/2025 - Your Host.mkv,2025 - Your Host
horror,Terror,Película,pendiente,Nosferatu,1922,1922 - Nosferatu,1922 - Nosferatu.mkv,mkv,4498.2,/Volumes/horror/horror to-watch/1922 - Nosferatu/1922 - Nosferatu.mkv,1922 - Nosferatu
horror,Terror,Película,pendiente,Frankenstein,1931,1931 - Frankenstein,1931 - Frankenstein.mkv,mkv,3215,/Volumes/horror/horror to-watch/1931 - Frankenstein/1931 - Frankenstein.mkv,1931 - Frankenstein
horror,Terror,Película,pendiente,Vampyr,1932,1932 - Vampyr,1932 - Vampyr.mkv,mkv,4138,/Volumes/horror/horror to-watch/1932 - Vampyr/1932 - Vampyr.mkv,1932 - Vampyr
horror,Terror,Película,pendiente,The Frighteners,1996,1996 - The Frighteners,1996 - The Frighteners.mkv,mkv,5750.9,/Volumes/horror/horror to-watch/1996 - The Frighteners/1996 - The Frighteners.mkv,1996 - The Frighteners
horror,Terror,Película,pendiente,What Dreams May Come,1998,1998 - What Dreams May Come,1998 - What Dreams May Come.mkv,mkv,4058.6,/Volumes/horror/horror to-watch/1998 - What Dreams May Come/1998 - What Dreams May Come.mkv,1998 - What Dreams May Come
horror,Terror,Película,pendiente,Stir of Echoes,1999,1999 - Stir of Echoes,1999 - Stir of Echoes.mkv,mkv,4443.2,/Volumes/horror/horror to-watch/1999 - Stir of Echoes/1999 - Stir of Echoes.mkv,1999 - Stir of Echoes
horror,Terror,Película,pendiente,Donnie Darko,2001,2001 - Donnie Darko,2001 - Donnie Darko.mkv,mkv,4582.4,/Volumes/horror/horror to-watch/2001 - Donnie Darko/2001 - Donnie Darko.mkv,2001 - Donnie Darko
horror,Terror,Película,pendiente,The Devil's Backbone,2001,2001 - The Devil's Backbone,2001 - The Devil's Backbone.mkv,mkv,5976.5,/Volumes/horror/horror to-watch/2001 - The Devil's Backbone/2001 - The Devil's Backbone.mkv,2001 - The Devil's Backbone
horror,Terror,Película,pendiente,Crimson Peak,2015,2015 - Crimson Peak,2015 - Crimson Peak.mkv,mkv,5612,/Volumes/horror/horror to-watch/2015 - Crimson Peak/2015 - Crimson Peak.mkv,2015 - Crimson Peak
horror,Terror,Película,pendiente,Cursed.Films.S02E05.Cursed.Films.Cannibal.Holocaust.1080p.AMZN.WEB-DL.DDP2.0.H.264-BTN,NA,Cursed Films,Cursed.Films.S02E05.Cursed.Films.Cannibal.Holocaust.1080p.AMZN.WEB-DL.DDP2.0.H.264-BTN.mkv,mkv,2520.2,/Volumes/horror/horror to-watch/Cursed Films/Cursed.Films.S02E05.Cursed.Films.Cannibal.Holocaust.1080p.AMZN.WEB-DL.DDP2.0.H.264-BTN.mkv,Cursed.Films.S02E05.Cursed.Films.Cannibal.Holocaust.1080p.AMZN.WEB-DL.DDP2.0.H.264-BTN
library_pt1,Colección,Película,coleccion,The Kid,1921,,1921 - The Kid.mkv,mkv,2230.3,/Volumes/library_pt1/1920s/1921 - The Kid.mkv,1921 - The Kid
library_pt1,Colección,Película,coleccion,The General,1926,,1926 - The General.mp4,mp4,4831.5,/Volumes/library_pt1/1920s/1926 - The General.mp4,1926 - The General
library_pt1,Colección,Película,coleccion,Metropolis,1927,,1927 - Metropolis.mkv,mkv,9379.9,/Volumes/library_pt1/1920s/1927 - Metropolis.mkv,1927 - Metropolis
library_pt1,Colección,Película,coleccion,City Lights,1931,,1931 - City Lights.mp4,mp4,1694.4,/Volumes/library_pt1/1930s/1931 - City Lights.mp4,1931 - City Lights
library_pt1,Colección,Película,coleccion,It Happened One Night,1934,,1934 - It Happened One Night.mkv,mkv,3221.4,/Volumes/library_pt1/1930s/1934 - It Happened One Night.mkv,1934 - It Happened One Night
library_pt1,Colección,Película,coleccion,Modern Times,1936,,1936 - Modern Times.mp4,mp4,1704.4,/Volumes/library_pt1/1930s/1936 - Modern Times.mp4,1936 - Modern Times
library_pt1,Colección,Película,coleccion,Snow White and the Seven Dwarfs,1937,,1937 - Snow White and the Seven Dwarfs.mkv,mkv,5172.6,/Volumes/library_pt1/1930s/1937 - Snow White and the Seven Dwarfs.mkv,1937 - Snow White and the Seven Dwarfs
library_pt1,Colección,Película,coleccion,Gone With The Wind,1939,,1939 - Gone With The Wind.mp4,mp4,3722,/Volumes/library_pt1/1930s/1939 - Gone With The Wind.mp4,1939 - Gone With The Wind
library_pt1,Colección,Película,coleccion,Mr. Smith Goes to Washington,1939,,1939 - Mr. Smith Goes to Washington.mp4,mp4,2069.8,/Volumes/library_pt1/1930s/1939 - Mr. Smith Goes to Washington.mp4,1939 - Mr. Smith Goes to Washington
library_pt1,Colección,Película,coleccion,The Wizard of Oz,1939,,1939 - The Wizard of Oz.mkv,mkv,9726.6,/Volumes/library_pt1/1930s/1939 - The Wizard of Oz.mkv,1939 - The Wizard of Oz
library_pt1,Colección,Película,coleccion,The Great Dictator,1940,,1940 - The Great Dictator.mkv,mkv,9629.7,/Volumes/library_pt1/1940s/1940 - The Great Dictator.mkv,1940 - The Great Dictator
library_pt1,Colección,Película,coleccion,Citizen Kane,1941,,1941 - Citizen Kane.mp4,mp4,1905.3,/Volumes/library_pt1/1940s/1941 - Citizen Kane.mp4,1941 - Citizen Kane
library_pt1,Colección,Película,coleccion,The Maltese Falcon,1941,,1941 - The Maltese Falcon.mkv,mkv,5532.7,/Volumes/library_pt1/1940s/1941 - The Maltese Falcon.mkv,1941 - The Maltese Falcon
library_pt1,Colección,Película,coleccion,It's a Wonderful Life,1946,,1946 - It's a Wonderful Life.mkv,mkv,5883.5,/Volumes/library_pt1/1940s/1946 - It's a Wonderful Life.mkv,1946 - It's a Wonderful Life
library_pt1,Colección,Película,coleccion,Bicycle Thieves,1948,,1948 - Bicycle Thieves.mkv,mkv,6715.8,/Volumes/library_pt1/1940s/1948 - Bicycle Thieves.mkv,1948 - Bicycle Thieves
library_pt1,Colección,Película,coleccion,The Treasure of the Sierra Madre,1948,,1948 - The Treasure of the Sierra Madre.mp4,mp4,2013.4,/Volumes/library_pt1/1940s/1948 - The Treasure of the Sierra Madre.mp4,1948 - The Treasure of the Sierra Madre
library_pt1,Colección,Película,coleccion,The Third Man,1949,,1949 - The Third Man.mkv,mkv,10409.7,/Volumes/library_pt1/1940s/1949 - The Third Man.mkv,1949 - The Third Man
library_pt1,Colección,Película,coleccion,Casablanca,1942,1942 - Casablanca,1942 - Casablanca (4K).mkv,mkv,10152.3,/Volumes/library_pt1/1940s/1942 - Casablanca/1942 - Casablanca (4K).mkv,1942 - Casablanca (4K)
library_pt1,Colección,Película,coleccion,All About Eve,1950,,1950 - All About Eve.mp4,mp4,2701.1,/Volumes/library_pt1/1950s/1950 - All About Eve.mp4,1950 - All About Eve
library_pt1,Colección,Película,coleccion,Rashomon,1950,,1950 - Rashomon.mp4,mp4,1722.8,/Volumes/library_pt1/1950s/1950 - Rashomon.mp4,1950 - Rashomon
library_pt1,Colección,Película,coleccion,Sunset Blvd,1950,,1950 - Sunset Blvd..mp4,mp4,1758.8,/Volumes/library_pt1/1950s/1950 - Sunset Blvd..mp4,1950 - Sunset Blvd
library_pt1,Colección,Película,coleccion,High Noon,1952,,1952 - High Noon.mp4,mp4,1352.1,/Volumes/library_pt1/1950s/1952 - High Noon.mp4,1952 - High Noon
library_pt1,Colección,Película,coleccion,Ikiru,1952,,1952 - Ikiru.avi,avi,1945.3,/Volumes/library_pt1/1950s/1952 - Ikiru.avi,1952 - Ikiru
library_pt1,Colección,Película,coleccion,Singin' in the Rain,1952,,1952 - Singin' in the Rain.mkv,mkv,7837.4,/Volumes/library_pt1/1950s/1952 - Singin' in the Rain.mkv,1952 - Singin' in the Rain
library_pt1,Colección,Película,coleccion,Tokyo Story,1953,,1953 - Tokyo Story.mp4,mp4,2678,/Volumes/library_pt1/1950s/1953 - Tokyo Story.mp4,1953 - Tokyo Story
library_pt1,Colección,Película,coleccion,Wages of Fear,1953,,1953 - Wages of Fear.mp4,mp4,1272.6,/Volumes/library_pt1/1950s/1953 - Wages of Fear.mp4,1953 - Wages of Fear
library_pt1,Colección,Película,coleccion,On the Waterfront,1954,,1954 - On the Waterfront.mp4,mp4,1718.9,/Volumes/library_pt1/1950s/1954 - On the Waterfront.mp4,1954 - On the Waterfront
library_pt1,Colección,Película,coleccion,Rear Window,1954,,1954 - Rear Window.mp4,mp4,1794.8,/Volumes/library_pt1/1950s/1954 - Rear Window.mp4,1954 - Rear Window
library_pt1,Colección,Película,coleccion,The Searchers,1956,,1956 - The Searchers.mkv,mkv,1841.7,/Volumes/library_pt1/1950s/1956 - The Searchers.mkv,1956 - The Searchers
library_pt1,Colección,Película,coleccion,12 Angry Men,1957,,1957 - 12 Angry Men.mkv,mkv,9092.7,/Volumes/library_pt1/1950s/1957 - 12 Angry Men.mkv,1957 - 12 Angry Men
library_pt1,Colección,Película,coleccion,The Bridge on the River Kwai,1957,,1957 - The Bridge on the River Kwai.mp4,mp4,2577.6,/Volumes/library_pt1/1950s/1957 - The Bridge on the River Kwai.mp4,1957 - The Bridge on the River Kwai
library_pt1,Colección,Película,coleccion,Throne of Blood,1957,,1957 - Throne of Blood.mp4,mp4,2142.6,/Volumes/library_pt1/1950s/1957 - Throne of Blood.mp4,1957 - Throne of Blood
library_pt1,Colección,Película,coleccion,Wild Strawberries,1957,,1957 - Wild Strawberries.mkv,mkv,3353.6,/Volumes/library_pt1/1950s/1957 - Wild Strawberries.mkv,1957 - Wild Strawberries
